datetime,count
2011-01-22 15:00:00,74.784
2011-01-22 16:00:00,74.042
2011-01-22 17:00:00,81.548
2011-01-22 18:00:00,61.914
2011-01-22 19:00:00,42.116
2011-01-22 20:00:00,42.304
2011-01-22 21:00:00,39.236
2011-01-22 22:00:00,30.498
2011-01-22 23:00:00,14.424
2011-01-23 00:00:00,29.764
2011-01-23 01:00:00,17.652
2011-01-23 02:00:00,14.046
2011-01-23 03:00:00,12.082
2011-01-23 05:00:00,3.356
2011-01-23 06:00:00,2.144
2011-01-23 07:00:00,12.208
2011-01-23 08:00:00,21.37
2011-01-23 09:00:00,24.654
2011-01-23 10:00:00,52.712
2011-01-23 11:00:00,61.67
2011-01-23 12:00:00,66.274
2011-01-23 13:00:00,64.01
2011-01-23 14:00:00,70.79
2011-01-23 15:00:00,70.418
2011-01-23 16:00:00,74.274
2011-01-23 17:00:00,67.586
2011-01-23 18:00:00,67.556
2011-01-23 19:00:00,45.214
2011-01-23 20:00:00,33.058
2011-01-23 21:00:00,28.218
2011-01-23 22:00:00,19.588
2011-01-23 23:00:00,14.34
2011-01-24 00:00:00,10.334
2011-01-24 01:00:00,3.988
2011-01-24 03:00:00,2.446
2011-01-24 04:00:00,2.606
2011-01-24 05:00:00,4.91
2011-01-24 06:00:00,24.572
2011-01-24 07:00:00,81.776
2011-01-24 08:00:00,158.522
2011-01-24 09:00:00,109.654
2011-01-24 10:00:00,48.412
2011-01-24 11:00:00,40.75
2011-01-24 12:00:00,49.6
2011-01-24 13:00:00,48.574
2011-01-24 14:00:00,45.962
2011-01-24 15:00:00,57.674
2011-01-24 16:00:00,69.542
2011-01-24 17:00:00,138.092
2011-01-24 18:00:00,135.416
2011-01-24 19:00:00,94.664
2011-01-24 20:00:00,63.584
2011-01-24 21:00:00,42.516
2011-01-24 22:00:00,27.282
2011-01-24 23:00:00,18.75
2011-01-25 00:00:00,9.204
2011-01-25 01:00:00,3.712
2011-01-25 02:00:00,1.944
2011-01-25 04:00:00,2.032
2011-01-25 05:00:00,4.178
2011-01-25 06:00:00,32.934
2011-01-25 07:00:00,77.484
2011-01-25 08:00:00,150.07
2011-01-25 09:00:00,113.17
2011-01-25 10:00:00,57.412
2011-01-25 11:00:00,58.44
2011-01-25 12:00:00,69.876
2011-01-25 13:00:00,72.168
2011-01-25 14:00:00,73.658
2011-01-25 15:00:00,73.98
2011-01-25 16:00:00,94.244
2011-01-25 17:00:00,195.626
2011-01-25 18:00:00,184.87
2011-01-25 19:00:00,113.396
2011-01-25 20:00:00,77.21
2011-01-25 21:00:00,47.574
2011-01-25 22:00:00,38.278
2011-01-25 23:00:00,17.008
2011-01-26 00:00:00,9.1
2011-01-26 01:00:00,4.52
2011-01-26 02:00:00,3.392
2011-01-26 05:00:00,3.294
2011-01-26 06:00:00,24.162
2011-01-26 07:00:00,68.254
2011-01-26 08:00:00,137.522
2011-01-26 09:00:00,80.376
2011-01-26 10:00:00,44.824
2011-01-26 11:00:00,40.616
2011-01-26 12:00:00,41.012
2011-01-26 13:00:00,42.974
2011-01-26 14:00:00,43.08
2011-01-26 15:00:00,43.976
2011-01-26 16:00:00,60.438
2011-01-26 17:00:00,110.43
2011-01-27 16:00:00,79.138
2011-01-27 17:00:00,157.658
2011-01-27 18:00:00,137.198
2011-01-27 19:00:00,98.146
2011-01-27 20:00:00,75.1
2011-01-27 21:00:00,47.0
2011-01-27 22:00:00,39.366
2011-01-27 23:00:00,19.578
2011-01-28 00:00:00,14.096
2011-01-28 01:00:00,6.356
2011-01-28 02:00:00,2.218
2011-01-28 03:00:00,2.026
2011-01-28 05:00:00,6.352
2011-01-28 06:00:00,31.146
2011-01-28 07:00:00,77.344
2011-01-28 08:00:00,164.926
2011-01-28 09:00:00,79.632
2011-01-28 10:00:00,42.732
2011-01-28 11:00:00,43.124
2011-01-28 12:00:00,48.046
2011-01-28 13:00:00,51.172
2011-01-28 14:00:00,60.722
2011-01-28 15:00:00,56.862
2011-01-28 16:00:00,76.16
2011-01-28 17:00:00,153.822
2011-01-28 18:00:00,145.032
2011-01-28 19:00:00,102.698
2011-01-28 20:00:00,76.8
2011-01-28 21:00:00,44.134
2011-01-28 22:00:00,41.844
2011-01-28 23:00:00,21.488
2011-01-29 00:00:00,30.766
2011-01-29 01:00:00,19.758
2011-01-29 02:00:00,16.01
2011-01-29 03:00:00,9.852
2011-01-29 04:00:00,2.984
2011-01-29 06:00:00,4.02
2011-01-29 07:00:00,16.098
2011-01-29 08:00:00,33.128
2011-01-29 09:00:00,35.44
2011-01-29 10:00:00,63.402
2011-01-29 11:00:00,63.896
2011-01-29 12:00:00,74.062
2011-01-29 13:00:00,83.134
2011-01-29 14:00:00,79.656
2011-01-29 15:00:00,76.528
2011-01-29 16:00:00,88.258
2011-01-29 17:00:00,78.836
2011-01-29 18:00:00,75.166
2011-01-29 19:00:00,67.388
2011-01-29 20:00:00,51.998
2011-01-29 21:00:00,40.38
2011-01-29 22:00:00,34.196
2011-01-29 23:00:00,15.254
2011-01-30 00:00:00,30.878
2011-01-30 01:00:00,22.374
2011-01-30 02:00:00,18.246
2011-01-30 03:00:00,11.218
2011-01-30 04:00:00,4.758
2011-01-30 05:00:00,3.88
2011-01-30 07:00:00,10.954
2011-01-30 08:00:00,23.574
2011-01-30 09:00:00,32.546
2011-01-30 10:00:00,62.156
2011-01-30 11:00:00,68.888
2011-01-30 12:00:00,103.266
2011-01-30 13:00:00,88.318
2011-01-30 14:00:00,91.282
2011-01-30 15:00:00,106.194
2011-01-30 16:00:00,106.678
2011-01-30 17:00:00,75.324
2011-01-30 18:00:00,72.194
2011-01-30 19:00:00,57.896
2011-01-30 20:00:00,52.06
2011-01-30 21:00:00,29.292
2011-01-30 22:00:00,23.524
2011-01-30 23:00:00,14.06
2011-01-31 00:00:00,12.262
2011-01-31 01:00:00,3.438
2011-01-31 02:00:00,2.374
2011-01-31 03:00:00,2.608
2011-01-31 04:00:00,2.368
2011-01-31 05:00:00,2.148
2011-01-31 06:00:00,33.534
2011-01-31 07:00:00,75.678
2011-01-31 08:00:00,142.218
2011-01-31 09:00:00,88.67
2011-01-31 10:00:00,44.226
2011-01-31 11:00:00,43.544
2011-01-31 12:00:00,57.64
2011-01-31 13:00:00,61.296
2011-01-31 14:00:00,53.04
2011-01-31 15:00:00,52.414
2011-01-31 16:00:00,71.43
2011-01-31 17:00:00,136.56
2011-01-31 18:00:00,132.62
2011-01-31 19:00:00,119.674
2011-01-31 20:00:00,66.59
2011-01-31 21:00:00,45.692
2011-01-31 22:00:00,30.024
2011-01-31 23:00:00,17.918
2011-02-20 00:00:00,37.672
2011-02-20 01:00:00,19.936
2011-02-20 02:00:00,15.7
2011-02-20 03:00:00,9.936
2011-02-20 04:00:00,2.662
2011-02-20 06:00:00,3.656
2011-02-20 07:00:00,16.518
2011-02-20 08:00:00,31.12
2011-02-20 09:00:00,44.386
2011-02-20 10:00:00,92.558
2011-02-20 11:00:00,111.368
2011-02-20 12:00:00,126.142
2011-02-20 13:00:00,154.586
2011-02-20 14:00:00,141.722
2011-02-20 15:00:00,146.858
2011-02-20 16:00:00,149.568
2011-02-20 17:00:00,109.636
2011-02-20 18:00:00,98.098
2011-02-20 19:00:00,93.21
2011-02-20 20:00:00,73.598
2011-02-20 21:00:00,52.568
2011-02-20 22:00:00,50.758
2011-02-20 23:00:00,36.436
2011-02-21 00:00:00,18.324
2011-02-21 01:00:00,15.452
2011-02-21 02:00:00,11.404
2011-02-21 03:00:00,4.778
2011-02-21 04:00:00,4.618
2011-02-21 05:00:00,8.466
2011-02-21 06:00:00,26.846
2011-02-21 07:00:00,83.618
2011-02-21 08:00:00,124.78
2011-02-21 09:00:00,93.232
2011-02-21 10:00:00,84.876
2011-02-21 11:00:00,88.086
2011-02-21 12:00:00,94.37
2011-02-21 13:00:00,63.73
2011-02-21 14:00:00,92.41
2011-02-21 15:00:00,93.668
2011-02-21 16:00:00,74.862
2011-02-21 17:00:00,95.184
2011-02-21 18:00:00,83.946
2011-02-21 19:00:00,70.786
2011-02-21 20:00:00,48.494
2011-02-21 21:00:00,47.358
2011-02-21 22:00:00,34.332
2011-02-21 23:00:00,18.212
2011-02-22 06:00:00,33.18
2011-02-22 07:00:00,87.416
2011-02-22 08:00:00,184.216
2011-02-22 09:00:00,107.234
2011-02-22 10:00:00,50.384
2011-02-22 11:00:00,52.832
2011-02-22 12:00:00,59.664
2011-02-22 13:00:00,68.288
2011-02-22 14:00:00,67.646
2011-02-22 15:00:00,71.45
2011-02-22 16:00:00,74.692
2011-02-22 17:00:00,159.624
2011-02-22 18:00:00,157.466
2011-02-22 19:00:00,100.462
2011-02-22 20:00:00,75.676
2011-02-22 21:00:00,58.618
2011-02-22 22:00:00,38.79
2011-02-22 23:00:00,22.014
2011-02-23 00:00:00,10.552
2011-02-23 01:00:00,5.34
2011-02-23 02:00:00,2.134
2011-02-23 03:00:00,1.79
2011-02-23 05:00:00,5.552
2011-02-23 06:00:00,30.222
2011-02-23 07:00:00,87.82
2011-02-23 08:00:00,194.97
2011-02-23 09:00:00,119.866
2011-02-23 10:00:00,59.454
2011-02-23 11:00:00,62.186
2011-02-23 12:00:00,72.156
2011-02-23 13:00:00,76.674
2011-02-23 14:00:00,80.766
2011-02-23 15:00:00,78.278
2011-02-23 16:00:00,107.484
2011-02-23 17:00:00,211.802
2011-02-23 18:00:00,199.46
2011-02-23 19:00:00,137.974
2011-02-23 20:00:00,79.47
2011-02-23 21:00:00,63.142
2011-02-23 22:00:00,47.816
2011-02-23 23:00:00,27.736
2011-02-24 00:00:00,11.628
2011-02-24 01:00:00,5.446
2011-02-24 02:00:00,2.136
2011-02-24 03:00:00,1.988
2011-02-24 05:00:00,6.062
2011-02-24 06:00:00,34.262
2011-02-24 07:00:00,101.074
2011-02-24 08:00:00,237.528
2011-02-24 09:00:00,120.244
2011-02-24 10:00:00,61.706
2011-02-24 11:00:00,82.034
2011-02-24 12:00:00,94.468
2011-02-24 13:00:00,91.318
2011-02-24 14:00:00,92.268
2011-02-24 15:00:00,56.316
2011-02-24 16:00:00,63.494
2011-02-24 17:00:00,158.902
2011-02-24 18:00:00,172.73
2011-02-24 19:00:00,92.258
2011-02-24 20:00:00,84.414
2011-02-24 21:00:00,64.758
2011-02-24 22:00:00,48.874
2011-02-24 23:00:00,38.264
2011-02-25 00:00:00,23.728
2011-02-25 01:00:00,9.904
2011-02-25 02:00:00,8.42
2011-02-25 03:00:00,2.024
2011-02-25 05:00:00,8.486
2011-02-25 06:00:00,31.304
2011-02-25 07:00:00,66.234
2011-02-25 08:00:00,149.18
2011-02-25 09:00:00,70.582
2011-02-25 10:00:00,47.168
2011-02-25 11:00:00,122.932
2011-02-25 12:00:00,162.834
2011-02-25 13:00:00,163.236
2011-02-25 14:00:00,166.406
2011-02-25 15:00:00,181.622
2011-02-25 16:00:00,106.8
2011-02-25 17:00:00,189.038
2011-02-25 18:00:00,174.83
2011-02-25 19:00:00,109.394
2011-02-25 20:00:00,71.68
2011-02-25 21:00:00,50.704
2011-02-25 22:00:00,44.178
2011-02-25 23:00:00,26.594
2011-02-26 00:00:00,31.74
2011-02-26 01:00:00,19.282
2011-02-26 02:00:00,14.896
2011-02-26 03:00:00,11.244
2011-02-26 04:00:00,3.53
2011-02-26 05:00:00,3.368
2011-02-26 06:00:00,4.588
2011-02-26 07:00:00,14.95
2011-02-26 08:00:00,36.994
2011-02-26 09:00:00,50.892
2011-02-26 10:00:00,103.356
2011-02-26 11:00:00,121.592
2011-02-26 12:00:00,129.014
2011-02-26 13:00:00,137.846
2011-02-26 14:00:00,135.248
2011-02-26 15:00:00,140.918
2011-02-26 16:00:00,140.26
2011-02-26 17:00:00,119.014
2011-02-26 18:00:00,102.428
2011-02-26 19:00:00,78.794
2011-02-26 20:00:00,61.696
2011-02-26 21:00:00,46.184
2011-02-26 22:00:00,45.254
2011-02-26 23:00:00,42.788
2011-02-27 00:00:00,35.258
2011-02-27 01:00:00,28.814
2011-02-27 02:00:00,24.086
2011-02-27 03:00:00,11.732
2011-02-27 04:00:00,4.964
2011-02-27 06:00:00,4.076
2011-02-27 07:00:00,13.256
2011-02-27 08:00:00,39.542
2011-02-27 09:00:00,47.926
2011-02-27 10:00:00,84.528
2011-02-27 11:00:00,125.448
2011-02-27 12:00:00,148.178
2011-02-27 13:00:00,156.1
2011-02-27 14:00:00,193.06
2011-02-27 15:00:00,231.244
2011-02-27 16:00:00,244.848
2011-02-27 17:00:00,123.014
2011-02-27 18:00:00,108.44
2011-02-27 19:00:00,107.136
2011-02-27 20:00:00,77.61
2011-02-27 21:00:00,63.654
2011-02-27 22:00:00,58.814
2011-02-27 23:00:00,38.522
2011-02-28 00:00:00,16.73
2011-02-28 01:00:00,5.396
2011-02-28 03:00:00,1.998
2011-02-28 05:00:00,8.688
2011-02-28 06:00:00,39.49
2011-02-28 07:00:00,115.998
2011-02-28 08:00:00,215.1
2011-02-28 09:00:00,134.184
2011-02-28 10:00:00,92.354
2011-02-28 11:00:00,102.35
2011-02-28 12:00:00,116.606
2011-02-28 13:00:00,104.416
2011-02-28 14:00:00,59.446
2011-02-28 15:00:00,60.162
2011-02-28 16:00:00,77.584
2011-02-28 17:00:00,144.66
2011-02-28 18:00:00,141.026
2011-02-28 19:00:00,97.666
2011-02-28 20:00:00,96.226
2011-02-28 21:00:00,71.598
2011-02-28 22:00:00,43.536
2011-02-28 23:00:00,30.038
2011-03-20 00:00:00,44.002
2011-03-20 01:00:00,31.418
2011-03-20 02:00:00,23.822
2011-03-20 03:00:00,12.512
2011-03-20 04:00:00,3.61
2011-03-20 05:00:00,2.942
2011-03-20 06:00:00,4.896
2011-03-20 07:00:00,21.91
2011-03-20 08:00:00,42.842
2011-03-20 09:00:00,61.93
2011-03-20 10:00:00,119.682
2011-03-20 11:00:00,142.928
2011-03-20 12:00:00,154.604
2011-03-20 13:00:00,154.446
2011-03-20 14:00:00,155.452
2011-03-20 15:00:00,154.93
2011-03-20 16:00:00,156.85
2011-03-20 17:00:00,144.336
2011-03-20 18:00:00,136.654
2011-03-20 19:00:00,101.724
2011-03-20 20:00:00,84.546
2011-03-20 21:00:00,59.642
2011-03-20 22:00:00,58.006
2011-03-20 23:00:00,38.394
2011-03-21 00:00:00,13.05
2011-03-21 01:00:00,6.698
2011-03-21 02:00:00,7.076
2011-03-21 03:00:00,2.998
2011-03-21 05:00:00,7.396
2011-03-21 06:00:00,41.43
2011-03-21 07:00:00,84.398
2011-03-21 08:00:00,232.492
2011-03-21 09:00:00,135.73
2011-03-21 10:00:00,79.91
2011-03-21 11:00:00,88.86
2011-03-21 12:00:00,111.822
2011-03-21 13:00:00,126.62
2011-03-21 14:00:00,129.758
2011-03-21 15:00:00,143.17
2011-03-21 16:00:00,160.686
2011-03-21 17:00:00,327.236
2011-03-21 18:00:00,307.77
2011-03-21 19:00:00,248.67
2011-03-21 20:00:00,185.038
2011-03-21 21:00:00,107.388
2011-03-21 22:00:00,95.23
2011-03-21 23:00:00,71.58
2011-03-22 00:00:00,42.17
2011-03-22 01:00:00,7.562
2011-03-22 02:00:00,7.064
2011-03-22 03:00:00,4.488
2011-03-22 04:00:00,4.154
2011-03-22 05:00:00,12.548
2011-03-22 06:00:00,44.03
2011-03-22 07:00:00,141.116
2011-03-22 08:00:00,254.294
2011-03-22 09:00:00,139.712
2011-03-22 10:00:00,105.542
2011-03-22 11:00:00,111.538
2011-03-22 12:00:00,129.964
2011-03-22 13:00:00,121.356
2011-03-22 14:00:00,123.984
2011-03-22 15:00:00,128.346
2011-03-22 16:00:00,167.634
2011-03-22 17:00:00,337.326
2011-03-22 18:00:00,311.4
2011-03-22 19:00:00,189.066
2011-03-22 20:00:00,140.198
2011-03-22 21:00:00,91.878
2011-03-22 22:00:00,75.53
2011-03-22 23:00:00,39.642
2011-03-23 00:00:00,16.452
2011-03-23 01:00:00,6.064
2011-03-23 02:00:00,4.952
2011-03-23 03:00:00,2.984
2011-03-23 05:00:00,8.59
2011-03-23 06:00:00,43.364
2011-03-23 07:00:00,118.082
2011-03-23 08:00:00,238.856
2011-03-23 09:00:00,147.562
2011-03-23 10:00:00,72.516
2011-03-23 11:00:00,69.618
2011-03-23 12:00:00,75.422
2011-03-23 13:00:00,73.098
2011-03-23 14:00:00,82.628
2011-03-23 15:00:00,88.162
2011-03-23 16:00:00,135.306
2011-03-23 17:00:00,233.992
2011-03-23 18:00:00,165.704
2011-03-23 19:00:00,115.87
2011-03-23 20:00:00,74.65
2011-03-23 21:00:00,55.01
2011-03-23 22:00:00,47.366
2011-03-23 23:00:00,36.324
2011-03-24 00:00:00,14.436
2011-03-24 01:00:00,5.406
2011-03-24 02:00:00,4.828
2011-03-24 03:00:00,2.726
2011-03-24 04:00:00,2.116
2011-03-24 05:00:00,7.09
2011-03-24 06:00:00,41.272
2011-03-24 07:00:00,75.396
2011-03-24 08:00:00,123.022
2011-03-24 09:00:00,132.408
2011-03-24 10:00:00,65.726
2011-03-24 11:00:00,73.304
2011-03-24 12:00:00,80.706
2011-03-24 13:00:00,97.328
2011-03-24 14:00:00,91.44
2011-03-24 15:00:00,86.688
2011-03-24 16:00:00,106.438
2011-03-24 17:00:00,219.08
2011-03-24 18:00:00,202.304
2011-03-24 19:00:00,126.622
2011-03-24 20:00:00,86.354
2011-03-24 21:00:00,65.51
2011-03-24 22:00:00,56.062
2011-03-24 23:00:00,32.744
2011-03-25 00:00:00,17.706
2011-03-25 01:00:00,6.714
2011-03-25 02:00:00,3.64
2011-03-25 03:00:00,2.892
2011-03-25 04:00:00,1.9483333333333335
2011-03-25 05:00:00,8.732
2011-03-25 06:00:00,40.206
2011-03-25 07:00:00,126.528
2011-03-25 08:00:00,232.994
2011-03-25 09:00:00,141.886
2011-03-25 10:00:00,82.776
2011-03-25 11:00:00,91.534
2011-03-25 12:00:00,109.858
2011-03-25 13:00:00,106.936
2011-03-25 14:00:00,116.722
2011-03-25 15:00:00,105.962
2011-03-25 16:00:00,126.206
2011-03-25 17:00:00,219.438
2011-03-25 18:00:00,210.852
2011-03-25 19:00:00,131.974
2011-03-25 20:00:00,89.058
2011-03-25 21:00:00,69.21
2011-03-25 22:00:00,54.906
2011-03-25 23:00:00,36.03
2011-03-26 00:00:00,35.152
2011-03-26 01:00:00,22.594
2011-03-26 02:00:00,18.908
2011-03-26 03:00:00,11.392
2011-03-26 04:00:00,4.482
2011-03-26 05:00:00,3.726
2011-03-26 06:00:00,13.04
2011-03-26 07:00:00,39.004
2011-03-26 08:00:00,65.814
2011-03-26 09:00:00,86.742
2011-03-26 10:00:00,126.996
2011-03-26 11:00:00,139.494
2011-03-26 12:00:00,156.934
2011-03-26 13:00:00,169.444
2011-03-26 14:00:00,173.814
2011-03-26 15:00:00,181.45
2011-03-26 16:00:00,172.792
2011-03-26 17:00:00,170.354
2011-03-26 18:00:00,158.774
2011-03-26 19:00:00,98.406
2011-03-26 20:00:00,67.868
2011-03-26 21:00:00,57.154
2011-03-26 22:00:00,54.34
2011-03-26 23:00:00,35.154
2011-03-27 00:00:00,39.57
2011-03-27 01:00:00,23.252
2011-03-27 02:00:00,20.816
2011-03-27 03:00:00,11.886
2011-03-27 04:00:00,5.14
2011-03-27 06:00:00,8.286
2011-03-27 07:00:00,68.78
2011-03-27 08:00:00,60.856
2011-03-27 09:00:00,76.422
2011-03-27 10:00:00,109.892
2011-03-27 11:00:00,125.166
2011-03-27 12:00:00,137.452
2011-03-27 13:00:00,154.88
2011-03-27 14:00:00,167.486
2011-03-27 15:00:00,167.916
2011-03-27 16:00:00,175.66
2011-03-27 17:00:00,156.0
2011-03-27 18:00:00,133.6
2011-03-27 19:00:00,105.614
2011-03-27 20:00:00,70.176
2011-03-27 21:00:00,47.752
2011-03-27 22:00:00,46.728
2011-03-27 23:00:00,35.186
2011-03-28 00:00:00,11.552
2011-03-28 01:00:00,4.49
2011-03-28 02:00:00,3.458
2011-03-28 03:00:00,2.218
2011-03-28 05:00:00,7.156
2011-03-28 06:00:00,38.306
2011-03-28 07:00:00,127.814
2011-03-28 08:00:00,223.078
2011-03-28 09:00:00,136.504
2011-03-28 10:00:00,82.362
2011-03-28 11:00:00,79.158
2011-03-28 12:00:00,88.24
2011-03-28 13:00:00,91.276
2011-03-28 14:00:00,101.006
2011-03-28 15:00:00,99.108
2011-03-28 16:00:00,129.212
2011-03-28 17:00:00,246.308
2011-03-28 18:00:00,229.026
2011-03-28 19:00:00,144.664
2011-03-28 20:00:00,102.202
2011-03-28 21:00:00,76.942
2011-03-28 22:00:00,60.76
2011-03-28 23:00:00,31.998
2011-03-29 00:00:00,13.64
2011-03-29 01:00:00,3.072
2011-03-29 02:00:00,7.042
2011-03-29 03:00:00,2.23
2011-03-29 04:00:00,1.682
2011-03-29 05:00:00,6.064
2011-03-29 06:00:00,40.412
2011-03-29 07:00:00,127.592
2011-03-29 08:00:00,240.308
2011-03-29 09:00:00,145.608
2011-03-29 10:00:00,86.498
2011-03-29 11:00:00,85.394
2011-03-29 12:00:00,98.072
2011-03-29 13:00:00,97.518
2011-03-29 14:00:00,103.606
2011-03-29 15:00:00,112.9
2011-03-29 16:00:00,131.154
2011-03-29 17:00:00,252.902
2011-03-29 18:00:00,244.344
2011-03-29 19:00:00,155.276
2011-03-29 20:00:00,113.186
2011-03-29 21:00:00,83.012
2011-03-29 22:00:00,71.102
2011-03-29 23:00:00,32.132
2011-03-30 00:00:00,16.496
2011-03-30 01:00:00,8.844
2011-03-30 02:00:00,4.83
2011-03-30 03:00:00,3.474
2011-03-30 04:00:00,3.47
2011-03-30 05:00:00,9.364
2011-03-30 06:00:00,44.75
2011-03-30 07:00:00,134.236
2011-03-30 08:00:00,250.49
2011-03-30 09:00:00,153.714
2011-03-30 10:00:00,86.062
2011-03-30 11:00:00,87.232
2011-03-30 12:00:00,95.514
2011-03-30 13:00:00,97.778
2011-03-30 14:00:00,92.426
2011-03-30 15:00:00,57.97
2011-03-30 16:00:00,60.432
2011-03-30 17:00:00,157.266
2011-03-30 18:00:00,169.788
2011-03-30 19:00:00,105.852
2011-03-30 20:00:00,70.798
2011-03-30 21:00:00,66.478
2011-03-30 22:00:00,42.762
2011-03-30 23:00:00,29.718
2011-03-31 00:00:00,9.852
2011-03-31 01:00:00,4.146
2011-03-31 02:00:00,3.992
2011-03-31 03:00:00,2.84
2011-03-31 04:00:00,2.454
2011-03-31 05:00:00,5.942
2011-03-31 06:00:00,30.976
2011-03-31 07:00:00,83.12
2011-03-31 08:00:00,198.072
2011-03-31 09:00:00,80.222
2011-03-31 10:00:00,50.666
2011-03-31 11:00:00,55.818
2011-03-31 12:00:00,60.13
2011-03-31 13:00:00,65.784
2011-03-31 14:00:00,65.744
2011-03-31 15:00:00,47.746
2011-03-31 16:00:00,93.188
2011-03-31 17:00:00,204.03
2011-03-31 18:00:00,198.578
2011-03-31 19:00:00,124.756
2011-03-31 20:00:00,70.932
2011-03-31 21:00:00,65.176
2011-03-31 22:00:00,42.292
2011-03-31 23:00:00,39.65
2011-04-20 00:00:00,40.418
2011-04-20 01:00:00,7.082
2011-04-20 02:00:00,8.278
2011-04-20 03:00:00,4.482
2011-04-20 04:00:00,4.074
2011-04-20 05:00:00,12.956
2011-04-20 06:00:00,44.278
2011-04-20 07:00:00,184.202
2011-04-20 08:00:00,367.912
2011-04-20 09:00:00,175.47
2011-04-20 10:00:00,124.774
2011-04-20 11:00:00,141.918
2011-04-20 12:00:00,150.67
2011-04-20 13:00:00,149.966
2011-04-20 14:00:00,143.142
2011-04-20 15:00:00,142.566
2011-04-20 16:00:00,200.136
2011-04-20 17:00:00,360.04
2011-04-20 18:00:00,361.43
2011-04-20 19:00:00,306.36
2011-04-20 20:00:00,191.32
2011-04-20 21:00:00,149.268
2011-04-20 22:00:00,119.124
2011-04-20 23:00:00,89.65
2011-04-21 00:00:00,32.878
2011-04-21 01:00:00,15.204
2011-04-21 02:00:00,13.442
2011-04-21 03:00:00,5.094
2011-04-21 04:00:00,5.28
2011-04-21 05:00:00,8.54
2011-04-21 06:00:00,51.256
2011-04-21 07:00:00,168.532
2011-04-21 08:00:00,258.414
2011-04-21 09:00:00,163.022
2011-04-21 10:00:00,127.384
2011-04-21 11:00:00,124.384
2011-04-21 12:00:00,133.802
2011-04-21 13:00:00,131.172
2011-04-21 14:00:00,125.934
2011-04-21 15:00:00,131.912
2011-04-21 16:00:00,173.068
2011-04-21 17:00:00,333.926
2011-04-21 18:00:00,309.482
2011-04-21 19:00:00,212.696
2011-04-21 20:00:00,179.73
2011-04-21 21:00:00,103.34
2011-04-21 22:00:00,89.802
2011-04-21 23:00:00,47.974
2011-04-22 00:00:00,31.954
2011-04-22 01:00:00,17.458
2011-04-22 02:00:00,9.402
2011-04-22 03:00:00,4.884
2011-04-22 04:00:00,4.07
2011-04-22 05:00:00,8.98
2011-04-22 06:00:00,52.956
2011-04-22 07:00:00,142.19
2011-04-22 08:00:00,241.824
2011-04-22 09:00:00,126.806
2011-04-22 10:00:00,108.526
2011-04-22 11:00:00,96.052
2011-04-22 12:00:00,101.844
2011-04-22 13:00:00,76.322
2011-04-22 14:00:00,32.892
2011-04-22 15:00:00,75.954
2011-04-22 16:00:00,101.512
2011-04-22 17:00:00,152.84
2011-04-22 18:00:00,144.046
2011-04-22 19:00:00,103.638
2011-04-22 20:00:00,88.128
2011-04-22 21:00:00,58.634
2011-04-22 22:00:00,46.88
2011-04-22 23:00:00,48.492
2011-04-23 00:00:00,35.042
2011-04-23 01:00:00,26.242
2011-04-23 02:00:00,26.516
2011-04-23 03:00:00,15.71
2011-04-23 04:00:00,6.824
2011-04-23 05:00:00,6.576
